web-scraper-order,web-scraper-start-url,pages,pages-href,titulo,titulo-href,descripcion,empresa
"1605296714-1796","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Technical Owner Analyst / Developer","https://mx.indeed.com/rc/clk?jk=2de69ec344e18446&fccid=de71a49b535e21cb&vjs=3","Introduction

As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!



Your Role and Responsibilities

The Technical Owner has the technical responsibility for the application including the security of it and the integrity of the data the application handles. He/she works with the Product Owner to set the work funnel priorities for the squad and he/she is the focal point for auditor anything requiring application communication and coordination across the company.



CIODEM19



Required Technical and Professional Expertise

Technical responsibility for the application

Integrity of the data the application handleS

Product Owner to set the work funnel priorities

Communication and coordination across the company.

Java Development



Preferred Technical and Professional Expertise

Business Analysis



About Business Unit

The IBM Finance organization is responsible for driving enterprise performance and transformation. We are the financial stewards of IBM, delivering IBM’s financial strategy, developing new business models, and mitigating enterprise risk. Do you have a passion for creating business value? Join our team in accounting, financial planning, pricing, business controls, tax, treasury, business development (acquisitions & divestitures), and global financing.



Your Life @ IBM

What matters to you when you’re looking for your next career challenge?



Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.



Impact. Inclusion. Infinite Experiences. Do your best work ever.



About IBM

IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.



Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.



Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM"
"1605295885-1779","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=30","STUDENT AT IBM","https://mx.indeed.com/rc/clk?jk=f93841d9d15996d6&fccid=de71a49b535e21cb&vjs=3","Introduction

At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.



Your Role and Responsibilities

STUDENTS AT IBM PROGRAM



Come to develop, train and prepare for your future. At IBM Students we train the future leaders of the company in a flexible and very attractive scheme in the CDMX, GDL and MTY locations.



Requirements:

12 months or less to finish the school.Intermediate level of English.Knowledge of programming and technology.Availability from 30 to 35 hours a week.

Benefits:

Economical support.Release of practices or school requirements.Training and certifications by the same experts totally free.You join a challenging project, where you will learn like never before.

Do you study an IT, Administration or related degree and can you train at one of our locations?



Apply to IBM Students now!



Required Technical and Professional Expertise


Intermediate English.

Algorithms and Logical Data Structure.

Experience in some programming language.

School development projects



Preferred Technical and Professional Expertise


Creative.

Proactive.
Disciplined.
Ready for constant learning.


About Business Unit

IBM Systems helps IT leaders think differently about their infrastructure. IBM servers and storage are no longer inanimate - they can understand, reason, and learn so our clients can innovate while avoiding IT issues. Our systems power the world’s most important industries and our clients are the architects of the future. Join us to help build our leading-edge technology portfolio designed for cognitive business and optimized for cloud computing.



Your Life @ IBM

What matters to you when you’re looking for your next career challenge?



Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.



Impact. Inclusion. Infinite Experiences. Do your best work ever.



About IBM

IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.



Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.



Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM"
"1605295691-1771","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","6","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=50","Full Stack Engineer - Java","https://mx.indeed.com/company/Nearsoft/jobs/Full-stack-engineer-042a4fb89b8ecd0a?fccid=0675f07a2f1a5377&vjs=3","We are looking for a stellar and passionate Full Stack Engineer to develop new and modify existing microservices. You’ll be working across multiple teams from platform engineers to designers and data scientists to support the redesign of our web and mobile apps to delight our users. Your work will support AI algorithms that employ human-computer interaction data to identify patterns of brain activity
and predict the impact that different interventions have on neuropsychological function.
This is a unique opportunity to be part of an exceptional company that is transforming how we diagnose and treat brain disorders affecting hundreds of millions of people globally by applying some of the most innovative techniques in artificial intelligence.What you will be doing: Create REST based microservices and APIs to support mobile and web applicationsContribute to developing a culture of testing and quality within the teamCollaborate with QA team in implementing and maintaining testautomationContinuously discover, evaluate and implement new technologies orservices to maximize development efficiencyWho you are: You feel good about your work knowing that what you do will affect the lives of millions of people around the worldEntrepreneurial and eager to thrive in a startup environmentStrong communicator (oral and written)A good person, highly ethical and accepting of othersYour background and skills: An amazing developer; technical challenges of all types excite youFluent in either TypeScript or Java/Spring/Spring BootExperienced with MongoDBExperienced with service design patterns, multithreading, scalability, and performanceExcellent knowledge of algorithms and data structuresAble to create a technical design, slicing and sizing of new features andfunctionsProven track record of delivering on tight schedulesB.S. in Computer Science or related field with 4+ years of software development experience in Java/Spring/Spring Boot or TypeScript/Node.jsTipo de puesto: Tiempo completo, IndefinidoBeneficios:Caja de ahorroDías por enfermedadHorarios flexiblesPrograma de referidosSeguro de gastos médicosSeguro de gastos médicos mayoresSerguro dentalTrabajar desde casaVacaciones superiores a las de leyVales de despensaExperiencia:Java: 5 años (Requisito mínimo)Microservices: 1 año (Requisito mínimo)Nivel de Inglés:Nivel intermedio alto (Requisito mínimo)Trabajar desde casa:Sí, siempre","Nearsoft"
"1605295847-1775","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","6","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=50","Warehouse Worker","https://mx.indeed.com/rc/clk?jk=809643e2dbd8cd1b&fccid=a12996b2625d253a&vjs=3","At Gates, we welcome challenges, celebrate hard work, and continually seek new talent to join our global company. Our Monterrey Distribution Center is looking for warehouse worker. Please review below to see if this might be the right opportunity for you.





ABOUT THE JOB:

Fill orders correctly in the quantity and types of product requested by customers;
Receive and accommodate products in the established times;
Performance correctly replenish to racks to meet customer expectations;
Work in compliance with safety rules and with 5´S



RESPONSIBILITIES:
Prepares orders by processing requests and supply orders; pulling materials; packing boxes; placing orders in delivery area.
Provides quality service by following organization standards.
Preserves safe and clean work environment by keeping shelves, pallet area, and workstations neat.
Promotes clean shipping supply area by complying with procedures, rules, and regulations.
Completes reports by entering required information.
Contributes to team effort by accomplishing related results as needed.

ABOUT YOU:

Hight School conclud
Six Months of experience of similar position
Schedule availability
Easy verbal communication,
Positive attitude and strong desire to learn,
Focused in continuous improvement,
Customer service oriented



QUALIFICATIONS:

Teamwork
Coordination
Organization
Reporting skills
Documentation skills
Data entry skills
WORK ENVIRONMENT
The noise level in the work environment is usually moderate to high. Temperatures may vary in accordance with weather conditions and may be extreme. Gates is managed in compliance with OSHA guidelines and requires all employees to wear steel-toed shoes, safety glasses, and hearing protection.

ABOUT GATES
Gates is a leading manufacturer of application-specific fluid power and power transmission solutions. We push the boundaries of material science to engineer solutions that continually exceed customer expectations.
We know that’s trying to fancy the terminology… think belts and hoses. Found in motorcycles, conveyer belts, cars, tractors, blenders, vacuum cleaners, bicycles, & 3D printers just to name a few. Because why not do it all?
We invite you to learn more about us and our values at www.gates.com/careers.

Gates Corporation is an Equal Opportunity and Affirmative Action Employer and is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of race, sex, color, religion, age, disability, pregnancy, citizenship, sexual orientation, gender identity, national origin, protected veteran status, genetic information, marital status, or any other consideration defined by law.","Gates Corporation"
"1605296625-1792","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Gerente de Desarrollo y Soporte Jr.","https://mx.indeed.com/company/Aleph-Consulting-&-Data-Science/jobs/Gerente-desarrollo-soporte-junior-0491ea222f48a00a?fccid=2a1253755d116011&vjs=3","Objetivo:Requerimos una vacante con fuertes aptitudes en Desarrollo y conocimientos de Infraestructura para ocupar una Gerencia Jr en empresa de rastreo vehicular y monitoreo vía satélite ubicada en la Ciudad de Puebla. Se requiere un alto grado de conocimientos técnicos, capacidad de resolver problemas, creativo y con alto grado de responsabilidad y empuje.ALTA CAPACIDAD DE ANÁLISIS, SOLUCIÓN DE PROBLEMAS.PENSAMIENTO ANALÍTICO Y LÓGICOBUENA COMUNICACIÓN, COMPROMETIDO, PRO ACTIVO, MUY DINÁMICO.EJERCER LIDERAZGO POR MEDIO DEL EJEMPLO E INSPIRACION DE SUS CLABORADORESActividades:Administrar y organizar los desarrollos de la plataforma. Dar seguimiento a la misma y realizar revisiones y auditoria constante, tanto funcional como al código.Supervisar y brindar soluciones a los posibles problemas que se generen en la plataforma. Aplicando soluciones creativas e innovadoras.Asegurar que se cumplan las fechas de entrega comprometidas con clientes. (Deadlines)Trabajar en conjunto con los ejecutivos de cuenta para el dimensionamiento, ejecución de nuevos proyectos y desarrollosque se requieran en la plataforma. Esto implica tener comunicación y reuniones con clientes para dichos dimensionamientos.Comunicación con los clientes para buscar soluciones cuando un problema haya excedido el tiempo normal de solucióno un cliente requiera una consultoría personalizada.Ayudar en el flujo de los tickets de soporte técnico para que con base a la urgencia de los mismos pueda agilizar la comunicación entre áreas y así lograr un servicio eficiente.Diseñar y supervisar la ejecución de soluciones creativas e innovadoras a nuevos desafíos donde se implica el trabajo con millones de datos diarios.Estará a cargo de 2 áreas inicialmente, Desarrollo (4 personas), Soporte (4 personas). Posteriormente y según desempeño tendrá a cargo también el área de infraestructura.Es posible que se requiera cambio de residencia a la Ciudad de Puebla.Requisitos:Carreras: Ingeniería en sistemas, computación, o carreras afin.Nivel avanzado de PHPNivel avanzado de Java ScriptNivel avanzado de HTMLNivel avanzado SQLNivel avanzado LinuxConocimiento de S. CentOsInglés intermedio - Avanzado (Deseable)Extrovertido y capacidad de análisisOrientado al detalle y al servicioDinámicoPro activoResponsableAlto sentido de organización (Indispensable)Ofrecemos:Mucho, pero mucho aprendizaje !!!!Crecimiento rápido y plan de carrera de acuerdo a desempeñoExtraordinario ambiente de trabajoPrestaciones de LeyBono de resultadosSueldo de acuerdo a experienciaTipo de puesto: Full TimeExperiencia:
Al menos 3 años en:Manejo de lenguajes de programación PHP, Java Script, HTMLBases de Datos SQLLinuxPlataformas cloudProyectos de Big DataExperiencia deseable:Conocimiento de plataforma de rastreo vehicular vía satéliteEducación:Licenciatura Terminada (100 % de créditos)Inglés (Deseable)Tipo de puesto: Tiempo completo, IndefinidoSalario: $35,000.00 - $40,000.00 al mesHorario:Lunes a viernesTurno de 8 horasExperiencia:PHP: 3 años (Requisito mínimo)SQL: 3 años (Requisito mínimo)Big Data: 1 año (Requisito deseable)Linux: 3 años (Requisito mínimo)Java Script: 3 años (Requisito mínimo)Gerencia de areas de desarrollo y/o infraestructura: 1 año (Requisito deseable)Trabajar desde casa:Sí, temporalmente debido a la COVID-19","Aleph Consulting & Data Science"
"1605294802-1731","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Spec Analytics Analyst 2","https://mx.indeed.com/rc/clk?jk=9a08724749d5005e&fccid=5bcd1ef0a7f4fb99&vjs=3","The Spec Analytics Analyst is a developing professional role. Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data. Identifies policy gaps and formulates policies. Interprets data and makes recommendations. Researches and interprets factual information. Identifies inconsistencies in data or results, defines business issues and formulates recommendations on policies, procedures or practices. Integrates established disciplinary knowledge within own specialty area with basic understanding of related industry practices. Good understanding of how the team interacts with others in accomplishing the objectives of the area. Develops working knowledge of industry practices and standards. Limited but direct impact on the business through the quality of the tasks/services provided. Impact of the job holder is restricted to own team.



Responsibilities:
Incumbents work with large and complex data sets (both internal and external data) to evaluate, recommend, and support the implementation of business strategies
Identifies and compiles data sets using a variety of tools (e.g. SQL, Access) to help predict, improve, and measure the success of key business to business outcomes
Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical models / algorithms and data visualization techniques
Incumbents in this role may often be referred to as Data Scientists
Specialization in marketing, risk, digital and AML fields possible
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.


Qualifications:
0-2 years relevant experience
Have the ability to retrieve and manipulation data
Possess analytic ability and problem solving skills
Working experience in a quantitative field
Excellent communication and interpersonal skills, be organized, detail oriented, and adaptive to matrix work environment
Ability to build partnerships with cross-functional teams


Education:
Bachelors/University degree or equivalent experience

This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.
¿Estás buscando aplicar tus conocimientos como Data Scientist?
¿Quisieras trabajar en una empresa que cuente con la tecnología adecuada, grandes volúmenes de datos de diversas fuentes y aplicar técnicas estadísticas avanzadas para proponer oportunidades de negocio?
En Citibanamex puedes desarrollar, implementar y ajustar soluciones analíticas que sean automáticas, replicables y escalables en distintos lenguajes de programación. Y si disfrutas de un ambiente laboral que promueva el aprendizaje e innovación continua. ¡Tenemos la mejor opción para ti!
Descripción:
DecisionScience es un área en dónde analizamos grandes volúmenes de datos de diversas fuentes, con técnicas de análisis innovadoras, combinadas con nuevas plataformas tecnológicas y modelos de última generación, dando soluciones o áreas de oportunidad al negocio.
Diseñamos e implementamos nuevas estrategias con el fin de dar un mejor servicio a nuestros clientes, desarrollamos estrategias para productos de crédito al consumo y captación, proponemos y comprendemos KPI’s para presentar resultados sintetizados a alta dirección.
Responsabilidades:
Trabajar en conjunto con otras áreas del Banco (Producto, Segmento, Riesgo, Finanzas, Cross Sell, etc.) para diseñar e implementar nuevas estrategias.
Identificar oportunidades de alto impacto, proponer estrategias que se traducirán en crecimiento de cartera e ingresos a través de modelos estadísticos y minería de datos.
Desarrollar análisis de datos de varias fuentes (demográficos, financieras, de buró de crédito, transaccionales, redes sociales, etc.).
Investigación para proponer soluciones de vanguardia.
Diseño del monitoreo de los modelos implementados y dar mantenimiento a los mismos.
Requisitos:
Licenciado en Actuaría, Matemáticas, Ingeniería, Economía o afines (carrera por terminar o últimos semestres).
Nivel de inglés: Intermedio-avanzado
Habilidades:
Capacidad para traducir números en estrategias accionables.
Auto organizado, colaborativo, proactivo, creativo con habilidades de negociación, liderazgo y comunicación.
Resiliencia y adaptación al cambio.
Habilidades e interés en programación y análisis estadístico (experiencia con SAS, SQL, R y / o Python - deseable).
Experiencia en minería de datos, modelos estadísticos, series de tiempo, econometría, etc. (deseable)
-
Job Family Group:
Decision Management
-
Job Family:
Specialized Analytics (Data Science/Computational Statistics)
-
Time Type:
Full time
-
Citi is an equal opportunity and affirmative action employer.
Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.
View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.
View the EEO Policy Statement.
View the Pay Transparency Posting","Citi"
"1605294748-1729","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Machine Learning Engineer","https://mx.indeed.com/company/iProcess-Solutions-Inc/jobs/Machine-learning-engineer-b84b62c1ae9a7e59?fccid=6459d45b9b280b1a&vjs=3","Machine Learning Engineer This is a full-time contractor role based in Mexico, providing AI/ML support for Marketing Data Sciences Group at a fortune 500 company. The individual will be responsible for building customer profiles, developing classification and predictive models to enable the planning and execution of digital marketing campaigns for both B2B and B2C markets in China and across the globe. The individual will be expected to work with various corporate data assets, structured and unstructured, develop analytical strategies and approaches to help solve business decision problems. Additionally, the individual will be required to work with business partners and/or business stake holders in the organization.Education and Experience: *MS in computer science, engineering, statistics or mathMinimum 2 years of experience in B2C, B2B and ecommerceKnowledge and Skills: *Strong knowledge of marketing principles, practices, tactics and toolsIn-depth knowledge of relational database, big data platforms, statistical software and machine learning algorithms packagesProficiency in SQLProficiency in R, Python or ScalaGood English written/oral communications skillsAbility to interface effectively with management team and functional disciplineJob Type: ContractPay: $2,500.00 - $3,000.00 per monthBenefits:Paid time offSchedule:Flexible shiftCOVID-19 considerations:
This job is completely remote.Education:Master's (Preferred)Experience:Machine learning: 2 years (Required)B2B marketing: 2 years (Required)SQL: 1 year (Required)Work Remotely:Yes","iProcess Solutions Inc"
"1605294794-1730","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Growth Specialist","https://mx.indeed.com/rc/clk?jk=9e0cb000160fabf4&fccid=026893d6a31257b7&vjs=3","Who We Are

 A financial technology company dedicated to supporting the small and medium-sized companies in Mexico, developing and offering solutions to solve their main problems, and seeking to be the best ally of entrepreneurs with dreams and ambitions to create value, consolidate their well-being and contribute to the community, the country and the planet.



The Role

 At Konfío we are committed to promoting Mexican Small & Medium companies by creating a new financial services experience. That is why we are looking for a Growth Specialist that uses analytics to drive business growth through data driven tests & strategies for our partnerships team. Deep analysis and understanding of the business conditions & technology will be your main tools to assess new initiatives that lead to the best performing channel in Konfío.



What will I be doing?

Gain a deep understanding of Konfio's Business and Partner Dynamics in order to develop and implement growth strategies for channels such as direct mail, email, paid advertising and any valuable channels we can test with Partner clients.
Track results and measure the success of the new initiatives, translating data and insights into performance decisions.
Constant A/B testing through all initiatives, considering audiences, messages, distribution, landing pages and any other optimizations.
Establish learning agendas, followed by critical analysis of tests and decision-making based on results.
Partner with main areas of the business (product, data, design, content, sales, CRM, data science) and squad to leverage results of the initiatives.



Ideal Candidate

Excellent analytic, strategic, and number management skills with excellent presentation skills.
Strong business mindset. Self driven and results oriented.
Curious and eager to learn in a fast-paced environment.
Fluency in one or more data languages / tools as SQL / Tableau and Excel.
Marketing analysis with different data sources such as Google Analytics, Mixpanel, Mailchimp.
Web / Mobile Technical background is a nice to have.



Team Perks

You'll be part of a world-class FinTech team, there are people from more than 7 countries.
MacBook equipment will be provided by the company on your first day and monitors upon request.
Konfío Welcome Kit.
Competitive compensation package.
Health insurance (SGMM).
Groceries Allowance (Vales de Despensa).
You'll be hired directly by Konfío, not a subsidiary.","Konfio"
"1605295269-1759","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","7","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=60","Staff Engineer, LATAM","https://mx.indeed.com/rc/clk?jk=17a47257a2b49053&fccid=eca8608f9f563439&vjs=3","Publicada 12 de noviembre de 2020

Staff Engineer, LATAM

Stripe

Mexico City, CDMX, México Full Time

Software Engineering

Escolaridad

Ingeniería

Nivel del puesto

Engineer



Build the core of Stripe products, services and APIs in spectacularly robust fashion.



Stripe’s core mission is to reduce the barriers faced by large and emerging businesses around the world by abstracting away the complexities of payments. The LATAM team is responsible for building the payments products & infrastructure needed to launch new markets and process payments successfully throughout Latin America. We are building a thriving product and engineering presence complementing and extending the reach of our current offices in Mexico City, São Paulo and the U.S.



We’re looking for a Staff Engineer to drive large technical projects across LATAM that lead to successful business outcomes by shipping delightful products. You will need to set the technical direction across a variety of projects and initiatives while also mentoring and growing others on the team.



As the Staff Engineer for LATAM, you will:

Research, design, and build solutions that define the future of the financial infrastructure we’re building in LATAM.

Develop hypotheses for our products in LATAM, and iterate on solutions and metrics to validate them.

Be directly responsible for the technical strategy, and its outcomes, for projects you lead.

Collaborate cross-functionally throughout Stripe to troubleshoot challenges, remove bottlenecks, and identify new opportunities for growth.

Represent the Global LATAM engineering team in forums where strategic decisions are made, such as - API Design or Production Readiness reviews.

Set the pace, and lead by example demonstrating how great software should be written for Stripe as a whole.

Contribute to codebases in Ruby, Java, Scala, and JavaScript.

Advise Stripe’s leadership team on key technical considerations related to the future of payments in Latin America.

Measure the effectiveness of our engineering work, and use data to drive decisions to help our users and their customers.

Teach and mentor the next generation of technical leaders at Stripe.



You may be a fit if you:

Have a strong technical background, including 8+ years of experience with system architecture and API design at companies known for building great products.

Understand user funnels, hypothesis driven product development and approach solutions rigorously.

Are fluent in English and either Spanish or Portuguese, and can communicate effectively in both.

Have been a Staff, Principal, or Distinguished Engineer at a top tier company.

Have served as the technical lead for a team of engineers and can demonstrate broad technical leadership.

Have owned the technical roadmap for a business area.

Can take highly ambiguous challenges, drive them towards clarity and deliver solutions with confidence.

Listen well and internalize the best ideas from all over the organization while also setting a vision that others are excited to get behind.

Work well cross-functionally and your co-workers across all teams trust you.

Are often cited as the inspiration for engineers that join your teams. Even senior engineers feel that they’re able to learn from you.

Payment experience is a plus but not at all a requirement.

What’s it like to work at Stripe?



Stripe is helping the internet fulfill its potential as a platform for economic progress by building software tools that accelerate global economic access and technological development. Stripe makes it easy to start, run and scale an internet business from anywhere in the world.



Stripe is, at its heart, an engineering company. To provide a missing pillar of core internet infrastructure, we hire people with a broad set of technical skills (and from a wide variety of backgrounds) who are ready to take on some of the most challenging problems in the industry – from reliably handling 100M API requests per day, to building adaptive machine learning as a result of years of data science and infrastructure work, and enabling entrepreneurs worldwide to start a global internet business.



We look at Stripe as a constant work in progress and the same is true of our people; for all of us, we believe the best is yet to come. We’re here to support each other in our curiosity and creativity – which we pursue through thoughtful discussion and knowledge-sharing among a diverse set of peers and colleagues.



We encourage all engineers to transition teams once every year and a half and also take on short-term projects with other teams across Stripe. This enables engineers to learn how different parts of Stripe work while also establishing stronger ties and cross-pollination between groups.



We contribute to existing open-source projects and the people working on them, and we release several tools as open-source.



We want to work in a company of warm, inclusive people who treat their colleagues exceptionally well. The kind of people who are committed to going out of their way to help other Stripes in the short-term and pushing them to improve over the long-term (by helping them to get better at what they do).



We’re a highly cross-functional organization and view that as part of the fun: we design our space to encourage as much collaboration as possible. We have long tables in the kitchen for a reason (to enable everyone to meet new people and learn from them). We also have a culture of transparency that we carry through to email communication, ensuring that Stripes all around the world have the information they need to make good local decisions.



In both our products and our people, we aim to reflect, represent and advocate for all of our users, globally. Our users transcend geography, culture and language; what we share, collectively, is a drive to create a fairer, more economically interconnected world.","Stripe"
"1605295127-1750","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=40","SOLUTIONS DEVELOPER","https://mx.indeed.com/rc/clk?jk=109da3412f7fc359&fccid=3002307a9e5b4706&vjs=3","Thank you for your interest in Scotiabank!
Our group has a strong commitment to promoting a workplace where you feel supported by your supervisors, so that you ensure your success and also of each client.


Objective
Lead the development of technology solutions for the Program’s workstreams, working closely with product owners and key stakeholders to deliver technical solutions via SCRUM methodology. The Developer will work as a member of the several agile-style teams using his/her technical and business knowledge to analyze, design, develop, test, and implement solutions.


Responsibilities
Coding for automation of business and operations functionalities including enhancements and modification to existing applications.
Development, enhancement, modification and maintenance of applications in the Global Markets environment.
Translate functional requirements into technical specifications and designs.
Work closely with product owners (under agile/scrum methodology) in defining requirements for system applications.
Work in a test driven software development environment that relies on iterative feedback.


Education/Experience
Bachelor’s degree in related field.
Minimum of 5 years in IT working on solutions development.
Substantial programming experience (e.g., Python).
Exceptional knowledge of computer science data structures.


SkillsFocused on client
Strategic Thinking
Establish Strategic RelationshipsCommunication skillsFocused on results


We offer a positive work environment, better benefits package than average, and the opportunity to participate in volunteer and social responsibility programs. Scotiabank is an international bank considered one of the best financial group to work in Mexico.





We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted.




** Scotiabank is an inclusive company, which respects diversity and disapproves any type of discrimination **","Scotiabank"
