web-scraper-order,web-scraper-start-url,pages,pages-href,titulo,titulo-href,empresa,descripcion
"1605325126-3022","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","","","Analista de sistemas Jr","https://mx.indeed.com/company/SEGMENTA/jobs/Analista-sistemas-junior-68f80180f8a38763?fccid=40cbea7337413f9f&vjs=3","Segmenta","Descripción del empleoSomos una empresa de investigación de mercados, especializada en auditoria de ventas y con una importante expansión en Latinoamérica.Buscamos personas con liderazgo, que resuelvan problemas y con capacidad analítica para nuestra área de desarrollo en Analytics:DESARROLLADOR JAVATenemos excelente ambiente de trabajo en donde el aprendizaje y el desarrollo es parte fundamental de nuestra filosofía.Realiza análisis, desarrollo, implementación y mantenimiento de sistemas tanto de proyectos nuevos como actuales de la empresa.Edad: a partir de 22 añosEstado Civil: IndistintoSexo: IndistintoEscolaridad: Pasante Licenciatura o Ing. Sistemas, Tecnologías de la información, Telecomunicaciones o afín.Programas: Arquitecturas de Bases de Datos (SQL, MySQL), TSQL, tablas, procedimientos almacenados, funciones, triggers.Programación en Java, JSP, JavaScript, JQuery, Ajax, JSon (Preferente)Desarrollo de aplicaciones web, aplicaciones de escritorio, aplicaciones móvilesVarios: Macros en Excel, batch, librerías javaOpcional: Phyton, C#, Visual StudioSi te interesa formar parte de nuestro equipo y cuentas con experiencia en: arquitectura de Bases de datos, programación en JSP’s, Java, Java script, jquery, Ajax , Json, SQL Server, My SQL, postúlate por este medio y/o envía tu CV a nuestra dirección de correo electrónico.reclutamiento @ segmentagroup.comTipo de puesto: Tiempo completoSalario: A partir de $9,000.00 al mesTipo de puesto: Tiempo completo, Por contrato, IndefinidoSalario: $9,000.00 al mesTrabajar desde casa:Sí"
"1605326244-3107","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=30","Programador web","https://mx.indeed.com/company/Vertical-Knits,-SA-de-CV/jobs/Programador-web-69afc528cdebaf4b?fccid=6c1f9b473406d907&vjs=3","Vertical Knits, SA de CV","Buscamos un desarrollador web para crear, mantener y mejorar nuestros portales de venta al público.Entre las responsabilidades del desarrollador web se incluyen el acompañamiento a la estrategia de marketing digital, diseño funcional, mejora de los sitios y la solución de los problemas técnicos. Para tener éxito en este puesto, debes tener amplia experiencia creando páginas web y un excelentes conocimiento de los siguientes lenguajes de programación: PHP, Javascript y HTML/CSS.· Requisitos: ·3 años de experiencia laboral como desarrollador webManejo de bases de datos MySQLGran conocimientos en PHPBuen manejo de HTML, CSS y JavascriptManejo de métricas de desempeño en google analiticsExcelente capacidad de identificar y traducir requisitos de usuarios a prototipos y aplicaciones.Conocimiento de mejores prácticas para mantener la seguridad de la informaciónEstar familiarizado con las herramientas de diagnóstico de servidores y redTrabajar bajo indicadores de gestión y metodologías de proyectos.Licenciado en ciencias informáticas o en un campo relacionado.Tipo de puesto: Tiempo completo, IndefinidoSalario: $13,500.00 - $15,000.00 al mesHorario:Turno de 8 horasExperiencia:desarrollo de páginas web: 3 años (Requisito mínimo)Trabajar desde casa:No"
"1605326187-3102","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=30","Desarrollador back end Java 8","https://mx.indeed.com/company/StartPoint/jobs/Desarrollador-back-end-java-bcf39cf8cb302405?fccid=3234c3c00d79b474&vjs=3","STARTPOINT MEXICO","Plataforma de telecomunicacioones parter de TELCEL está en búsqueda de: Desarrollador Back End Java2 AÑOS de experiencia Java 8 (Conexiones a base de datos, hilos, herencia, colecciones)Spring FrameworkBase de datos SQL o NoSQL, MySQL, Oracle, MongoInteractuado con servicios web SOAP y REST crear (Clientes y servidores)Springboot, Spring MVC, Spring Security, Spring Data, Spring CloudProcesos BatchPools de hilosJenkins, GIT, Cloud (Google Cloud, AWS), LinuxKubernetes o DockerQue sepan testing (Junit)-Conocimiento en base de datos SQL o NoSQL (Por ejemplo: MySQL, Oracle, Mongo, Redis o Cassandra)
-Experiencia interactuado con servicios SOAP y REST (crear Clientes y servidores)INDISPENSABLE: 
-Springboot, Spring MVC, Spring Security, Spring Data, Spring Cloud
-Procesos Batch
-Pools de hilos
-Testing (Junit)
Conocimientos deseables: 
-Jenkins, GIT, Cloud (Google Cloud, AWS),
-Sistemas Linux
-Kubernetes o DockerJob Types: Full-time, PermanentSalary: $1.00 - $2.00 per monthExperience:JAVA 8: 2 years (Preferred)"
"1605325854-3080","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","8","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=70","desarrollador backend java","https://mx.indeed.com/rc/clk?jk=b95772dc4e67b570&fccid=f8b265243da9f9d7&vjs=3","Randstad","detalles del empleo
publicado
viernes, 6 de noviembre de 2020
ubicación
ciudad de mexico, cdmx
empleos por especialidad
Tecnología Informática
tipo de trabajo
indefinido
jornada laboral
Tiempo Completo
sueldo bruto
$ 18,000 - $ 29,000 por mes
educación
Ninguno
referencia de la vacante
12664
consultor
randstad mexico staffing
postúlate
Envía este empleo por correo electrónico Imprimir trabajo
descripción del empleo
Empresa pionera en construir una plataforma integral de software que atiende millones de usuarios en todo el mundo en colaboración con las grandes empresas del sector Digital, Fintech y Telecomunicaciones.



Buscamos Desarrollador BackEnd JAVA


responsabilidades
Desarrollar en Java 7 y 8




Se realizará examen de conocimientos como parte fundamental del proceso




Trabajar con metodologías ágiles y herramientas de proyecto como Git, Jira o similares



Se realizará examen de conocimientos como parte fundamental del proceso
experiencia
Experiencia mínima de 1 año, comprobable
habilidades
Escolaridad: Ingeniería o Licenciatura en Informática, Sistemas Computacionales, Computación o carreras afín.



Experiencia y conocimiento profundo en Java 8, Spring, SpringBoot en Sistemas Linux



Experiencia en WebServices REST y SOAP



Experiencia en Base de Datos relacionales, SQL y noSQL como Redis, Cassandra



Experiencia mínima de 2 años, comprobable.
certificaciones
c/n
oferta laboral
Una carrera profesional personalizada según tus aptitudes.Proyectos tecnológicos de última generación.El mejor entorno de trabajo orientado para que te sientas cómodo con nosotros.Prestaciones superiores a las de ley.Sueldo de $30,000 pesos brutos a $40,000 pesos Brutos (Depende experiencia)12 días de vacaciones desde el primer años5% de Fondo de Ahorro20 días de aguinaldo100% de prima vacacional

Zona de Trabajo:

Polanco, CDMX




Contratación directa con nuestro cliente."
"1605326142-3098","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=30","Desarrollador Software","https://mx.indeed.com/rc/clk?jk=618c8419cdca80ef&fccid=4cb08e5370fa5be4&vjs=3","KIO NETWORKS","KIO NETWORKS
SOMOS UNA EMPRESA MEXICANA Y AMAMOS LA TECNOLOGÍA, CONTAMOS CON 32 CENTROS DE DATOS DE ALTA DENSIDAD Y DISPONIBILIDAD, LOS MÁS MODERNOS Y ROBUSTOS DE LA REGIÓN, DISTRIBUIDOS EN MÉXICO, ESTADOS UNIDOS, CENTROAMÉRICA, EL CARIBE Y EUROPA.
KIO ES UNA PALABRA EN LENGUA SWAHILI QUE SIGNIFICA ESPEJO Y SIMBOLIZA LOS ELEMENTOS ESENCIALES DE DUALIDAD Y REDUNDANCIA, COMPONENTES MEDULARES DE LOS SERVICIOS DE TECNOLOGÍAS DE INFORMACIÓN DE MISIÓN CRÍTICA.

ÚNETE AL EQUIPO DE TRABAJO COMO: DESAROLLADOR DE SOFTWERE


OBJETIVO:

DISEÑAR Y DESARROLLAR MODULOS FUNCIONALES DE PRODUCTOS QUE PERMITAN EL CUMPLIMIENTO DE LOS REQUERIMIENTOS DEL SW
SE SOLICITA:
ESCOLARIDAD: LICENCIATURA TERMINADA,
REQUISITOS:

EXPERIENCIA: MAS DE 1 AÑO DE EXPERIENCIA EN DISEÑO Y DESARROLLO DE SISTEMAS, CONOCIMENTO DE AL MENOS 3 LENGUAJES DE PROGRAMACIÓN Y/O FRAMEWORKS DE DESARROLLO, CONOCIMIENTO SOLIDO EN EL DISEÑO Y CONSTRUCCIÓN DE BD RELACIONALES (DESEABLE NO-RELACIONALES)INGLES: BASICO – INTERMEDIODESARROLLO DE APLICACIONES ENFOCADO A LA ETAPA DE DISEÑO, CONSTRUCCIÓN Y PRUEBAS
ACTIVIDADES:

DESARROLLA MODULOS FUNCIONALES DE APLICACIONES ESCRIBIENDO CODIGO CON BUENAS PRACTICAS EN AL MENOS 3 LENGUAJES DE PROGRAMACIÓN PARA CUMPLIR CON LOS REQUERIMIENTOS QUE UN PRODUCTO TENGACONSTRUYE LOGICA DE NEGOCIO DE SISTEMAS, CODIFICANDO PROCEDIMIENTOS ALMACENADOS INTELIGENTES DENTRO DE MOTORES DE BASES DE DATOS PARA DAR MEJOR RENDIMIENTO A LOS APLICATIVOS Y A SU VEZ A LOS PRODUCTOSDOCUMENTA LOS PROGRAMAS Y MODULOS QUE HA CONSTRUIDO SIGUIENDO EL MARCO DOCUMENTAL QUE SE LE PROPORCIONE POR LA COORDINACIÓN DE DESARROLLO PARA CUMPLIR CON LOS ESTANDARES DEL ÁREA DE DESARROLLO.ESTUDIA LAS TECNOLOGÍAS QUE SE USAN EN EL ÁREA TOMANDO CURSOS Y SEMINARIOS IMPARTIDOS DENTRO DE LA ORGANIZACIÓN PARA OBTENER MAYORES CAPACIDADES TECNICAS Y CON ESTO PODER APOYAR DE FORMA MAS ACTIVA LAS ACTIVIDADES QUE SE LE ASIGNENINVESTIGA NUEVAS TECNOLOGÍAS EN FUENTES CONFIABLES PARA MANTENERSE INFORMADO DE LAS TENDENCIAS Y EN MEDIDA DE LO POSIBLE PROPONER EL USO DE ESTAS DENTRO DEL ÁREA DE DESARROLLO



REPORTANDO AL: COORDINADOR DE DESARROLLO



ZONA TRABAJO: 100% REMOTO
CAPITAL HUMANO DEBE CUMPLIR CON LA POLÍTICA DE NO DISCRIMINACIÓN OTORGANDO LAS MISMAS OPORTUNIDADES, CONDICIONES Y FORMA DE TRATO SIN IMPORTAR ORIGEN, RELIGIÓN, COLOR O PREFERENCIA SEXUAL Y CONDICIONES FÍSICAS VISIBLES O NO VISIBLES.

Fecha de publicación: Publicado hace 1 semana
Fecha de vencimiento: diciembre 16, 2020
Ubicación: CIUDAD DE MÉXICO
Título profesional: Desarrollador Software"
"1605326508-3129","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","2","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=10","DESARROLLADOR JAVA","https://mx.indeed.com/company/SERTI/jobs/Desarrollador-java-544496ec4681f785?fccid=fa418baa9f82421c&vjs=3","SERTI","¡ÚNETE A NUESTRO EQUIPO DE TRABAJO!IMPORTANTE EMPRESA TI CON CERTIFICACIÓN BEST PLACE TO CODEPor crecimiento estamos buscando:DESARROLLADOR JAVA (con conocimiento medio)OFRECEMOS: Sueldo base de $16,000.00 a $25,000.00 LIBRES (De acuerdo a experiencia)Horario de lunes a viernesHorario flexiblePrestaciones DE LEY Y SUPERIORESHome OfficeExcelente ambiente laboralCapacitaciónCrecimientoPlan de carreraREQUISITOS: Escolaridad: Ingeniería o Licenciatura en Sistemas Computacionales o afin. (pasante o titulado)Experiencia: Mínimo de 2 años como Desarrollador JavaIngles intermedioCONOCIMIENTOS (indispensable): Lenguajes de programación Java, JSP´s, JSF´s, HTML, JavaScript y Query como libreríaFrameworks Hibernate, Spring, Struts (1 o 2) o DWRWeb Servers o Web Application ApacheTomcat, Glassfish o JBoss o WebLogic IDE indistinto (Eclipse, Netbeans, etc.)XML, XSLT, Web Services, herramientas Todos Bases de datos SQL-Server, MySQL o Oracle UML & herramientas de diseño diagramas de clase, estado, etc. (Entendimiento y uso/ creación opcional)Sistemas operativos Windows y Linux (Unix)Otras herramientas y habilidades técnicas office, diagramas de flujoFavor de postularse por este medio y nos comunicaremos contigo.¡Te estamos esperando!En SERTI estamos comprometidos a brindar igualdad de oportunidades de desarrollo para todos los empleados y candidatos a un empleo, sin excepción de raza, religión, sexo, orientación sexual, estado civil, edad, nacionalidad, origen o tipo de discapacidad. Respetamos y valoramos la diversidad como una fuerza de trabajo e innovación para la organización.Tipo de puesto: Tiempo completo, IndefinidoSalario: $16,000.00 - $25,000.00 al mesBeneficios:Descuentos y precios preferencialesHorarios flexiblesSeguro de gastos médicosTrabajar desde casaExperiencia:Desarrollo Java: 2 años (Requisito mínimo)Trabajar desde casa:Sí, temporalmente debido a la COVID-19"
"1605325706-3068","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Front End Developer Senior","https://mx.indeed.com/rc/clk?jk=1bd066b980363cbd&fccid=77087bd1709a8148&vjs=3","Page Group","Empresa americana líder en transformación digital y desarrollo de software a la medida está en búsqueda de Desarrollador Sr. con amplio conocimiento en la parte Front
Detalles del cliente
Empresa americana líder en transformación digital y desarrollo de software a la medida con sede en la ciudad de Nueva York, presencia en más de 30 países en el mundo, actualmente con más de 90,000 empleados y con 500 clientes activos. Está buscando conformar un equipo elite de Desarrolladores FrontEnd Sr en nuestro país
Descripción de la oferta
Desarrollador Sr. con amplio conocimiento en la parte Front, utilizando tecnologías cómo: Javascript, React, Node.js. en particular, conocimiento en back de preferencia con Mongo DB actualmente:
Perfil del candidato
+ 3 años de experiencia Front End Developer:
Lenguaje y técnologia / :
Javascript
HTML5
CSS3
React
Node js
Mongo DB
Angular
Skills /:
Diseño en base de datos
Resolución de problemas
Enfoque en resultados
Liderazgo de equipo
Manejo de tiempo
Comunicación interna y externa
Oferta de empleo
Posición 100% remota
Sueldo competitivo enfocado en la experiencia del candidato
Capacitaciones con tecnologías de vanguardia
Crecimiento profesional
Seguro de gastos médicos mayores
Fondo de ahorro
Vales de despensa
Aguinaldo
Prima vacacional
Vacaciones"
"1605326233-3106","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=30","Desarrollador Web Sr","https://mx.indeed.com/rc/clk?jk=ceaac26fddaec8c6&fccid=942c4ec626ccb63b&vjs=3","AFIRMA","Consultora solicita Desarrollador Web Sr para cliente bancario

Requisitos:
· Conocimiento y experiencia del Lenguaje JAVA 8 (+) y Angular (5).
· Experiencia en Base de datos relacionales (SQL) y no relacionales (MONGODB). Conocimiento en el manejo de protocolos de comunicación REST y SOAP.
· Conocimiento básico en lenguaje linux.
· Manejo con experiencia de algún IDE de programación.
· Experiencia en el manejo de versionamiento de proyectos (GIT).
· Conocimiento en patrones de diseño.
· Experiencia en paradigmas de programación en específico MVC.
· Experiencia en framework para Java como (Spring, Spring Boot, Spring Web, Spring Boot, Spring security, Spring cloud. Spring Data, Spring Netflix).
· Conocimiento básico en el manejo de contenedores.

Actividades:
· Desarrollo de funcionalidades para aplicaciones móviles (desarrollo híbrido)
· Cconsumo de Apis Rest
· Escribir pruebas unitarias para los desarrollos
· Colaborar con el equipo QA para corregir defectos
· Asistir en la generación de versiones de la aplicación
· Participación en las reuniones Scrum

Lugar de trabajo: Por contingencia Home Office.
Ofrecemos: Salario 100% nomina, Prestaciones de Ley, SGMM, Capacitaciones y Equipo de trabajo."
"1605325137-3023","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","","","Application Developer-Microservices (Desarrollador de micros...","https://mx.indeed.com/rc/clk?jk=04d06089d64d8a0e&fccid=de71a49b535e21cb&vjs=3","IBM","Introduction

As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!



Your Role and Responsibilities

Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that literally make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use latest software development tools, techniques and approaches and work leading minds in the industry to build solutions you can be proud of.



Required Technical and Professional Expertise

Mandatorio mínimo 2 años: experiencia en:

Java 8

Spring Core

Spring Data

Spring Cloud

Spring Boot

Netlflix OSS (Zuul, Ribbon, Hystrix/Resilience4j, Eureka, configserver)

Base de datos: Oracle, SQL Server, Mongo

JUnit con Mockito

Implementando arquitectura de Microservicios.

Git

Maven



Preferred Technical and Professional Expertise

Spring Webflux

Spring AOP

UML: Diagramas de Clases, Secuencia, Componentes, Despliegue, Actividades.

Certificación Java 8

Conocimientos:

Frameworks Agile (SCRUM, XP, Kanban)

Pruebas Unitarias

Pruebas de Performance

Herramientas de calidad de código: Sonar, Findbugs, PMD, Checkstyle

Jmeter

Eclipse o IntelliJ

Habilidades:

Auto organizado

Auto gestionado

Tolerancia a la Frustración

Comunicación efectiva

Trabajo en equipo



About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.



Your Life @ IBM

What matters to you when you’re looking for your next career challenge?



Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.



Impact. Inclusion. Infinite Experiences. Do your best work ever.



About IBM

IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.



Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.



Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
"1605325673-3065","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","9","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=80","Programador/Desarrollador.NET","https://mx.indeed.com/company/REFACCIONARIA-AUTOMOTRIZ-ANCONA-S.A-DE-C.V/jobs/Programador-desarrollador-net-8749d1214ccd4826?fccid=e1cd3a3d0daa4cfa&vjs=3","REFACCIONARIA AUTOMOTRIZ ANCONA S.A DE C.V.","ANCONA AUTOPARTES está en busca de talento para la vacante de Desarrollador/Programador.Net Requisitos:
- Lic. o Ingeniería en sistemas, informática o afines (Titulado)
- Dominio del idioma inglés (hablado, escrito)
- Experiencia de 2años (comprobables)
- Conocimiento técnico:
MVC .NET
ASP.Net
SQL y MySQL
JavaScript
jQuery
CSS
SCSS
HTML
Bootstrap
GitHub
* Deseable - > React Js - Next js
* Deseable - > .Net CoreResponsabilidades:
-Análisis de requerimientos en proyectos de desarrollo de software.
-Manejo y creación de versiones (GitHub).
-Diseño de interfaces de usuario.
-Soporte de a páginas.
-Desarrollo y pruebas de usuario.
-Creación y manejo de objetos de base de datosTipo de puesto: Tiempo completo, IndefinidoSalario: $10,000.00 al mesExperiencia:programación: 2 años (Requisito mínimo)Educación:Licenciatura terminada (Requisito mínimo)Ubicación:Cancún, QRoo. (Requisito mínimo)Idioma:inglés (Requisito mínimo)Trabajar desde casa:No"
"1605326464-3125","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","2","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=10","Desarrollador Web","https://mx.indeed.com/rc/clk?jk=bf489665f851239a&fccid=a18ae2b4da81c2ba&vjs=3","Corporación Zapata","Esta vacante viene de la bolsa de empleo Talenteca.com


Desarrollador Web Full Stack


Escolaridad: Ingeniería en Sistemas


Proyecto de 1 año con posibilidad de extenderse


Conocimientos:


Javascript
NodeJs
Integración con APIs
Mocha
HTML5 & CSS
Git
Arquitectura Web MVC
Bases de Datos y Almacenamiento Web


Deseable:


Integración de API'S REST y SOAP


Experiencia bajo proyectos bajo metodología ágil


Experiencia con soluciones en la nube


Arquitectura de microservicios


Experiencia:


Experiencia comprobable mayor de 2 años en proyectos Full Stack compuestos con herramientas descritas, buenas prácticas de programación, depuración y perfomance


Actividades a realizar:


Desarrollo Web Frontend & Backend


Pruebas unitarias


Atención a requerimientos


Versionar código en Git


Lugar de trabajo: Naucalpan de Juárez


Horarios: Lunes a viernes de 9:00am a 6:00pm, Sábados de 9:00am a 2:00pm


Interesados mandar cv actualizado con pretensión económica al correo mostrado.





Esta vacante viene de la bolsa de empleo Talenteca.com: https://www.talenteca.com/mexico/bolsa-de-trabajo-corporacion-zapata/empleo/naucalpan-de-juarez/desarrollador-web/5faaedd55a000023850341b7t1?source=indeed"
"1605325961-3088","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","6","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=50","Desarrollador Full Stack","https://mx.indeed.com/rc/clk?jk=f8de34d0239fd598&fccid=e1082b2cfd088bcd&vjs=3","Reclut IT","Esta vacante viene de la bolsa de empleo Talenteca.com


Estamos en busqueda de tu talento.


Descripción del puesto (actividades a desempeñar)


Recibir y entender los requerimientos de negocio para poder desarrollarlos con tecnología Cloud (GCP), desarrollando nuevos módulos en back y front con Angular, Python principalmente. Entendimiento de microservicios rest, manejo de bases de datos, estructura y desarrollo en cloud


Conocimientos Deseables


Programación orientada a objetos, python, angular, integración de servicios, microservicios, Desarrollo en tecnología CLOUD de preferencia GCP Google (cloud functions, App Engine, Kubernetes,big query, buckets), bases de datos, APIS.


Conocimientos deseables


Google Cloud Platform, Devops, java


Ofrecemos


Prestaciones de ley, buen ambiente de trabajo, contratacion inmediata.

Esta vacante viene de la bolsa de empleo Talenteca.com: https://www.talenteca.com/mexico/empleo/naucalpan-de-juarez/desarrollador-full-stack/5fa56d804f00000668aa68d1t1?source=indeed"
"1605325590-3059","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","7","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=60","MOBILE DEVELOPER - ANDROID","https://mx.indeed.com/rc/clk?jk=a4f968146bb2c6e0&fccid=e3eba34377a583a7&vjs=3","Rokode","Esta vacante viene de la bolsa de empleo Talenteca.com


¡Hola! Estamos buscando a un(a) gran Desarrollador de Android, creativa(o) y curiosa(o) por naturaleza que nos ayude a seguir construyendo productos que hagan la movilidad en las ciudades del futuro más fácil. Trabajamos con compañías de Fortune 500 en las industrias de Fintech, Entertainment y Automotive & Mobility, desarrollando productos que son usados por miles de usuarios. Nuestros clientes se encuentran en México, Latinoamérica, Estados Unidos y Europa. Nuestros desarrollos son siempre altamente intuitivos y amigables.



Nuestra misión es transformar la movilidad del mundo mediante software. Tú y tu brillante trabajo nos ayudarán en esta tarea.


Esta vacante es 100% remota, por lo que trabajarás desde cualquier parte de la República Mexicana.


Lenguajes de programación necesarios:

Android nativo (Java).Kootlin.Groovy (Android Gradle).


Lenguajes deseables:

C++ (Android NDK).NodeJS.Front Web (JSON,XML, HTML, CSS, Bootstrap, JavaScript).


Frameworks:

Firebase, GSON.SQlite.Android Room.Android Volley.Android Profiler.Deseable:
o Cipher, AWS: Cognito, *.


Software:

Android Studio, GIT(con Terminal o IDE), terminal, IDE de base de datos, IDE para edición texto (Sublime, Atom, etc.), Postman, VM.


SO:

LINUX (Debian, CentOS, Ubuntu), Windows


Metodologías necesarias:

Experiencia con consumo de API REST.

Programación basada en patrones de diseño para MVC (Singleton, Factory, Builders).

Customización de componentes UI Nativos Android.


¿Interesado/a?


Aplica por esta plataforma.

Cambia el mundo con nosotros :)

Esta vacante viene de la bolsa de empleo Talenteca.com: https://www.talenteca.com/mexico/empleo/cuauhtemoc/mobile-developer-android/5e014f7c3e0000b17af3a95et3?source=indeed"
"1605325093-3019","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","","","Desarrollador Jr","https://mx.indeed.com/company/HandCloud/jobs/Desarrollador-junior-c8ab18efe5c322d6?fccid=3b5458e38f6c3894&vjs=3","HandCloud","Somos un equipo de profesionales dedicados a dar soluciones empresariales basadas en herramientas tecnológicas de última generación, una compañía tecnológica y joven con múltiples áreas de oportunidad, en constante crecimiento y con grandes metas. Sé parte de nuestro equipo¡Estamos buscando talento!ObjetivoAsegurar la continuidad operativa de los servicios y aplicaciones soportadas, manteniendo los niveles de seguridad establecidos y la disponibilidad de los sistemas de información, atender los requerimientos de desarrollo de software.Requisitos Carrera Tecnológica, licenciatura en sistemas o afín..Conocimiento de Tecnologías de Información.Lógica de programación.Paradigmas de programaciónAPI’s, arquitectura de microservicios y Frameworks, stacksConocimiento de base de datos.Metodologías de desarrollo.Arquitectura de software.Funciones a desempeñarAnálisis de las necesidades del cliente para implementar una solución con las mejores prácticas del mercadoDesarrollar, implementar y asegurar el producto entregado haciendo uso de las mejores prácticas de desarrolloMantener una correcta comunicación con todo el equipo involucrado en un proyectoOfrecer y ejecutar soluciones factibles con razonamiento analítico y criticoOfrecemos: Horario de lunes a viernes de 9:00am a 6:00pmHome office temporal debido a la contingencia COVID-19Prestaciones de leySeguro de vidaSeguro de gastos médicos mayoresTipo de puesto: Tiempo completo, IndefinidoSalario: $8,000.00 - $14,000.00 al mesExperiencia:Desarrollador Jr: 1 año (Requisito deseable)Trabajar desde casa:Sí, temporalmente debido a la COVID-19"
"1605326321-3113","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=Desarrollador+de+base+de+datos&l=M%C3%A9xico&fromage=14&start=20","Desarrollador Web","https://mx.indeed.com/company/Branchbit/jobs/Desarrollador-web-cf40ed037f8f417e?fccid=993798ced4e89df5&vjs=3","Branchbit","Importante empresa del sector bancario solicita :""DESARROLLADOR WEB""Requisitos :Lic. Sistemas, Informática o afínExperiencia mínima 2 años Nivel Jr tirándole a intermedioDeseable experiencia en sector bancarioFunciones: Desarrollo de nuevos módulosDesarrollo de servicios WebMantenimiento a módulos y servicios existentesDesarrollo de objetos de BD, procedimientos y funciones en SQLConocimientos en: CSSJavaScriptWCF(Web Service)HTML 5Bases de datos SQL ServerRestfullJosonWeb APIJqueryZona de trabajo Vila Olímpica (Torre Esmeralda)Horario Lunes a Viernes 9 a 7. mandar CV a avazquez(arroba)mcllent(punto)comFecha de inicio prevista: 6/11/2020Tipo de puesto: Tiempo completo, IndefinidoSalario: Hasta $22,000.00 al mesHorario:Lunes a viernesExperiencia:desarrollo web: 1 año (Requisito mínimo)Trabajar desde casa:No"
